time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2013-02-10T18:39:32.140Z,-10.94,165.461,11,6,mww,216,29.5,,1.03,us,usc000f4zf,2014-11-07T01:50:06.398Z,"48km WSW of Lata, Solomon Islands",earthquake
2013-02-09T21:02:22.790Z,-10.994,165.741,18,6.6,mww,421,16.6,,0.98,us,usc000f4n5,2014-11-07T01:50:05.853Z,"25km S of Lata, Solomon Islands",earthquake
2013-02-09T14:16:07.880Z,1.135,-77.393,145,6.9,mww,562,23.7,,0.91,us,usc000f4ij,2015-01-28T08:22:01.738Z,"2km N of Yacuanquer, Colombia",earthquake
2013-02-08T15:26:38.470Z,-10.928,166.018,21,7.1,mww,334,16.5,,0.92,us,usc000f40j,2015-01-30T17:48:22.415Z,"31km SE of Lata, Solomon Islands",earthquake
2013-02-08T11:12:11.510Z,-10.838,165.969,12,6.8,mww,400,17.5,,1.14,us,usc000f3x8,2014-11-07T01:50:04.389Z,"21km SSE of Lata, Solomon Islands",earthquake
2013-02-07T18:59:16.270Z,-10.997,165.655,11,6.7,mww,387,26.5,,1.03,us,usc000f3fx,2014-11-07T01:50:03.809Z,"36km SSW of Lata, Solomon Islands",earthquake
2013-02-07T00:30:10.790Z,-11.658,164.94,8,6,mww,343,24.2,,0.77,us,usc000f2ul,2014-11-07T01:50:03.169Z,"142km SW of Lata, Solomon Islands",earthquake
2013-02-06T11:53:55.190Z,-11.243,165.728,14,6,mww,302,26.3,,0.81,us,usc000f2ap,2014-11-07T01:50:02.495Z,"59km S of Lata, Solomon Islands",earthquake
2013-02-06T10:33:17.460Z,-10.642,164.765,10,6,mwb,274,29.4,,0.98,us,usc000f29g,2014-11-07T01:50:02.389Z,"117km W of Lata, Solomon Islands",earthquake
2013-02-06T06:35:19.250Z,-10.791,164.551,10,6.1,mwc,364,32.1,,1.04,us,usc000f23y,2014-11-07T01:50:01.952Z,"144km W of Lata, Solomon Islands",earthquake
2013-02-06T01:54:14.610Z,-10.499,165.588,8.8,7,mww,445,17.5,,1.22,us,usc000f1ts,2014-11-07T01:50:01.289Z,"27km NNW of Lata, Solomon Islands",earthquake
2013-02-06T01:23:19.760Z,-11.183,164.882,10,7.1,mww,550,18.4,,1.19,us,usc000f1se,2014-11-07T01:50:01.073Z,"114km WSW of Lata, Solomon Islands",earthquake
2013-02-06T01:12:25.830Z,-10.799,165.114,24,8,mww,460,20.9,,1.29,us,usc000f1s0,2015-01-30T08:36:41.213Z,"76km W of Lata, Solomon Islands",earthquake
2013-02-06T00:07:22.100Z,-10.864,165.248,11,6,mww,341,29.6,,0.58,us,usc000f1r5,2014-11-07T01:50:00.886Z,"66km WSW of Lata, Solomon Islands",earthquake
2013-02-02T18:58:06.480Z,-10.887,165.284,6,6,mwb,343,30.3,,0.8,us,usc000f05y,2014-11-07T01:49:59.825Z,"67km WSW of Lata, Solomon Islands",earthquake
2013-02-02T14:17:35.130Z,42.77,143.092,107,6.9,mww,686,28,,0.86,us,usc000f03a,2015-01-28T14:38:28.180Z,"19km SSW of Obihiro, Japan",earthquake
2013-02-01T22:18:33.070Z,-11.12,165.378,10,6.4,mww,158,28.1,,1.3,us,usc000ezw4,2014-11-07T01:49:58.729Z,"66km SW of Lata, Solomon Islands",earthquake
2013-02-01T22:16:34.170Z,-10.896,165.379,10,6.3,mww,309,29.5,,1.31,us,usc000ezv6,2014-11-07T01:49:58.616Z,"53km WSW of Lata, Solomon Islands",earthquake
2013-02-01T05:36:41.790Z,-11.104,165.532,15,6,mww,313,28.5,,0.92,us,usc000ezil,2014-11-07T01:49:57.697Z,"53km SW of Lata, Solomon Islands",earthquake
2013-01-31T03:33:43.720Z,-10.64,166.367,9,6.1,mww,450,16.3,,0.92,us,usc000ez0w,2014-11-07T01:49:54.957Z,"60km E of Lata, Solomon Islands",earthquake
2013-01-30T23:03:43.660Z,-10.634,166.372,10,6.1,mww,301,28.9,,0.92,us,usc000eyur,2014-11-07T01:49:54.832Z,"59km E of Lata, Solomon Islands",earthquake
2013-01-30T20:15:43.340Z,-28.094,-70.653,45,6.8,mww,596,19.3,,1.07,us,usc000eyp3,2015-01-28T16:50:59.430Z,"56km NNE of Vallenar, Chile",earthquake
2013-01-28T16:38:53.580Z,42.605,79.708,15,6.1,mww,548,14.5,,0.76,us,usc000ewqq,2015-01-28T19:24:09.583Z,"60km SE of Kegen, Kazakhstan",earthquake
2013-01-21T22:22:52.760Z,4.927,95.907,12,6.1,mww,498,16.5,,1.24,us,usb000esgn,2015-01-30T16:24:38.257Z,"47km SSW of Sigli, Indonesia",earthquake
2013-01-15T16:09:37.080Z,-62.571,-161.432,10,6.1,mww,75,40.8,,1.13,us,usp000jyev,2014-11-07T01:49:50.243Z,"Pacific-Antarctic Ridge",earthquake
2013-01-05T08:58:19.330Z,55.393,-134.652,10,7.5,mww,659,28.5,,1.26,us,usp000jxum,2014-11-07T01:49:46.413Z,"Southeastern Alaska",earthquake
2012-12-21T22:28:08.570Z,-14.344,167.286,200.7,6.7,mww,521,13.7,,0.81,us,usp000jx85,2014-11-07T01:49:38.383Z,"Vanuatu",earthquake
2012-12-17T09:16:30.900Z,-0.649,123.807,44.2,6.1,mww,424,24.6,,0.84,us,usp000jx2e,2014-11-07T01:49:37.275Z,"Sulawesi, Indonesia",earthquake
2012-12-15T19:30:02.170Z,-4.632,153.016,52,6.1,mww,510,11.8,,0.87,us,usp000jx05,2014-11-07T01:49:36.779Z,"New Ireland region, Papua New Guinea",earthquake
2012-12-15T04:49:29.650Z,52.291,174.011,26,6,mww,725,45.1,,0.73,us,usp000jwza,2014-11-07T01:49:36.560Z,"Near Islands, Aleutian Islands, Alaska",earthquake
2012-12-14T10:36:01.590Z,31.095,-119.66,13,6.3,mww,760,20.9,,1.29,us,usp000jwyb,2014-11-07T01:49:36.286Z,"off the west coast of Baja California",earthquake
2012-12-11T06:18:27.330Z,0.533,126.231,30,6,mww,445,35,,0.74,us,usp000jwu3,2014-11-07T01:49:35.339Z,"Molucca Sea",earthquake
2012-12-10T16:53:08.770Z,-6.533,129.825,155,7.1,mww,517,8.7,,0.95,us,usp000jwt8,2014-11-07T01:49:35.130Z,"Banda Sea",earthquake
2012-12-07T18:19:06.310Z,-38.428,176.067,163,6.3,mww,387,28,,1.19,us,usp000jwmk,2014-11-07T01:49:34.002Z,"North Island of New Zealand",earthquake
2012-12-07T08:31:14.800Z,37.914,143.764,32,6.2,mww,708,15,,0.86,us,usp000jwjp,2014-11-07T01:49:33.579Z,"off the east coast of Honshu, Japan",earthquake
2012-12-07T08:18:23.130Z,37.89,143.949,31,7.3,mww,918,14.8,,0.91,us,usp000jwjn,2014-11-07T01:49:33.477Z,"off the east coast of Honshu, Japan",earthquake
2012-12-02T00:54:22.690Z,-16.975,167.645,32,6.1,mww,349,13,,0.77,us,usp000jwax,2014-11-07T01:49:30.732Z,"Vanuatu",earthquake
2012-11-19T09:44:34.120Z,-5.705,151.602,13,6,mww,430,12.4,,0.88,us,usp000jvtm,2014-11-07T01:49:24.284Z,"New Britain region, Papua New Guinea",earthquake
2012-11-16T18:12:39.910Z,49.28,155.425,29,6.5,mww,793,11.1,,0.81,us,usp000jvpf,2014-11-07T01:49:23.542Z,"Kuril Islands",earthquake
2012-11-15T09:20:21.910Z,18.346,-100.382,53,6.1,mww,576,45.2,,1.18,us,usp000jvmk,2014-11-07T01:49:23.072Z,"Guerrero, Mexico",earthquake
2012-11-14T19:02:06.120Z,-29.118,-71.19,63,6.1,mww,525,22.1,,0.83,us,usp000jvkn,2014-11-07T01:49:22.793Z,"Coquimbo, Chile",earthquake
2012-11-13T04:31:26.760Z,-45.761,-77.053,9,6.1,mww,208,31.5,,1.06,us,usp000jvgu,2014-11-07T01:49:22.101Z,"off the coast of Aisen, Chile",earthquake
2012-11-12T20:42:14.620Z,57.792,-142.855,9,6.3,mww,821,59.7,,0.82,us,usp000jvfa,2015-01-30T06:28:56.497Z,"Gulf of Alaska",earthquake
2012-11-11T22:14:59.240Z,14.129,-92.164,20,6.5,mww,598,57.3,,1.08,us,usp000jvdf,2014-11-07T01:49:20.822Z,"offshore Guatemala",earthquake
2012-11-11T01:12:38.870Z,23.005,95.885,13.7,6.8,mww,391,13.7,,1.05,us,usp000jvbq,2014-11-07T01:49:20.347Z,"Myanmar",earthquake
2012-11-10T14:57:50.740Z,-8.866,-75.071,129,6,mww,524,23.3,,0.8,us,usp000jvb0,2014-11-07T01:49:20.143Z,"central Peru",earthquake
2012-11-08T02:01:50.630Z,49.231,-128.477,13.7,6.1,mww,613,101,,1.17,us,usp000jv6k,2014-11-07T01:49:19.367Z,"Vancouver Island, Canada region",earthquake
2012-11-07T16:35:46.930Z,13.988,-91.895,24,7.4,mww,751,25.5,,1.27,us,usp000jv5f,2014-11-07T01:49:19.051Z,"offshore Guatemala",earthquake
2012-11-02T18:17:32.730Z,9.219,126.161,37,6.1,mww,527,11.5,,1.04,us,usp000juy1,2014-11-07T01:49:17.282Z,"Mindanao, Philippines",earthquake
2012-10-30T02:49:02.270Z,52.365,-131.902,9,6.2,mww,579,42.8,,1.13,us,usp000jus5,2014-11-07T01:49:11.696Z,"Haida Gwaii, Canada",earthquake
2012-10-28T18:54:20.830Z,52.674,-132.602,9,6.3,mww,399,70.8,,1.14,us,usp000junu,2014-11-07T01:49:10.738Z,"Haida Gwaii, Canada",earthquake
2012-10-28T03:04:08.820Z,52.788,-132.101,14,7.8,mww,807,42.7,,0.99,us,usp000juhz,2014-11-07T01:49:09.336Z,"Haida Gwaii, Canada",earthquake
2012-10-24T00:45:32.990Z,10.086,-85.298,17,6.5,mww,691,34.4,,0.85,us,usp000jucg,2014-11-07T01:49:08.228Z,"Costa Rica",earthquake
2012-10-20T23:00:32.450Z,-13.552,166.564,36,6.2,mww,392,18.6,,1.18,us,usp000ju7q,2014-11-07T01:49:07.255Z,"Vanuatu",earthquake
2012-10-17T04:42:30.400Z,4.232,124.52,326,6,mww,513,19.5,,0.99,us,usp000ju30,2014-11-07T01:49:06.422Z,"Celebes Sea",earthquake
2012-10-12T00:31:28.270Z,-4.892,134.03,13,6.6,mww,291,17.7,,0.98,us,usp000jtvw,2014-11-07T01:49:04.659Z,"near the south coast of Papua, Indonesia",earthquake
2012-10-09T12:32:09.770Z,-60.326,153.699,10,6.6,mww,131,64.7,,1.22,us,usp000jtsk,2014-11-07T01:49:04.143Z,"west of Macquarie Island",earthquake
2012-10-08T11:43:31.420Z,-4.472,129.129,10,6.1,mww,493,14.3,,0.91,us,usp000jtqw,2014-11-07T01:49:03.825Z,"Banda Sea",earthquake
2012-10-01T22:21:46.020Z,39.808,143.099,15,6.1,mww,579,34.1,,0.82,us,usp000jtc6,2014-11-07T01:48:59.980Z,"off the east coast of Honshu, Japan",earthquake
2012-09-30T16:31:35.970Z,1.929,-76.362,170,7.3,mww,934,15.5,,0.87,us,usp000jta1,2014-11-07T01:48:56.851Z,"Colombia",earthquake
2012-09-26T23:39:55.110Z,51.592,-178.295,16,6.4,mww,882,15.5,,0.98,us,usp000jt0h,2014-11-07T01:48:55.305Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2012-09-25T23:45:24.940Z,24.666,-110.173,10,6.3,mww,659,25.7,,1,us,usp000jsz4,2014-11-07T01:48:54.939Z,"Baja California Sur, Mexico",earthquake
2012-09-14T04:51:47.070Z,-3.319,100.594,19,6.2,mww,549,14.9,,0.95,us,usp000jsa4,2014-11-07T01:48:51.435Z,"Kepulauan Mentawai region, Indonesia",earthquake
2012-09-08T10:51:44.200Z,-3.177,135.109,21,6.1,mww,483,19.2,,0.8,us,usp000jrzt,2014-11-07T01:48:48.997Z,"Papua, Indonesia",earthquake
2012-09-05T14:42:07.800Z,10.085,-85.315,35,7.6,mww,703,34.3,,1.2,us,usp000jrsw,2015-02-04T11:42:51.064Z,"Costa Rica",earthquake
2012-09-05T13:09:10.060Z,-12.476,166.513,27,6,mww,360,20.5,,1.01,us,usp000jrsq,2014-11-07T01:48:47.554Z,"Santa Cruz Islands",earthquake
2012-09-03T18:23:05.230Z,-10.708,113.931,14,6.1,mww,389,15.5,,1.06,us,usp000jrkr,2014-11-07T01:48:46.527Z,"south of Java, Indonesia",earthquake
2012-08-31T12:47:33.380Z,10.811,126.638,28,7.6,mww,682,10.2,,1.02,us,usp000jr83,2014-11-07T01:48:40.261Z,"Philippine Islands region",earthquake
2012-08-30T13:43:25.170Z,71.441,-10.605,14,6.8,mww,622,40,,1.11,us,usp000jr55,2014-11-07T01:48:39.892Z,"Jan Mayen Island region",earthquake
2012-08-27T04:37:19.430Z,12.139,-88.59,28,7.3,mww,417,37,,1.3,us,usp000jqvm,2014-11-07T01:48:37.836Z,"off the coast of El Salvador",earthquake
2012-08-26T15:05:37.080Z,2.19,126.837,91.1,6.6,mww,497,14.6,,0.87,us,usp000jqrz,2014-11-07T01:48:37.407Z,"Molucca Sea",earthquake
2012-08-19T22:41:49.810Z,-4.766,144.57,73,6.2,mww,478,13.3,,0.96,us,usp000jqha,2014-11-07T01:48:35.954Z,"near the north coast of New Guinea, Papua New Guinea",earthquake
2012-08-18T09:41:52.450Z,-1.315,120.096,10,6.3,mww,359,15.6,,1.24,us,usp000jqf3,2014-11-07T01:48:35.417Z,"Sulawesi, Indonesia",earthquake
2012-08-14T02:59:38.460Z,49.8,145.064,583.2,7.7,mww,862,13.8,,0.83,us,usp000jq9h,2014-11-07T01:48:34.170Z,"Sea of Okhotsk",earthquake
2012-08-12T10:47:06.450Z,35.661,82.518,13,6.2,mww,471,14.5,,0.86,us,usp000jq7p,2014-11-07T01:48:33.432Z,"Xinjiang-Xizang border region",earthquake
2012-08-11T12:34:35.900Z,38.389,46.745,12,6.2,mww,522,19.9,,0.98,us,usp000jq5r,2014-11-07T01:48:33.069Z,"northwestern Iran",earthquake
2012-08-11T12:23:18.190Z,38.329,46.826,11,6.4,mww,510,21.2,,1.23,us,usp000jq5p,2014-11-07T01:48:33.009Z,"northwestern Iran",earthquake
2012-08-10T18:37:43.090Z,52.633,-167.421,13,6.2,mww,857,44.9,,1.08,us,usp000jq4r,2014-11-07T01:48:32.803Z,"Fox Islands, Aleutian Islands, Alaska",earthquake
2012-08-02T09:56:41.740Z,-4.654,153.275,46,6.1,mww,409,13.3,,0.8,us,usp000jpsa,2014-11-07T01:48:29.028Z,"New Ireland region, Papua New Guinea",earthquake
2012-08-02T09:38:30.850Z,-8.414,-74.259,144.6,6.1,mww,698,18.4,,0.8,us,usp000jps8,2014-11-07T01:48:28.835Z,"central Peru",earthquake
2012-07-28T20:03:56.800Z,-4.651,153.173,41,6.5,mww,576,11.7,,0.97,us,usp000jpjk,2015-02-12T16:21:23.000Z,"New Ireland region, Papua New Guinea",earthquake
2012-07-26T05:33:33.020Z,-17.592,66.391,20,6.7,mww,114,71.9,,1.24,us,usp000jpfh,2015-02-12T16:21:23.000Z,"Mauritius - Reunion region",earthquake
2012-07-25T11:20:27.030Z,-9.694,159.727,20,6.4,mww,220,14.8,,1.02,us,usp000jpeh,2014-11-07T01:48:23.791Z,"Solomon Islands",earthquake
2012-07-25T00:27:45.260Z,2.707,96.045,22,6.4,mww,570,16.2,,1.08,us,usp000jpe1,2015-02-12T16:21:23.000Z,"Simeulue, Indonesia",earthquake
2012-07-20T06:10:25.170Z,49.407,155.907,19,6,mww,651,25.6,,0.71,us,usp000jp79,2014-11-07T01:48:21.335Z,"Kuril Islands",earthquake
2012-07-08T11:33:02.920Z,45.497,151.288,20,6,mww,626,68.9,,0.83,us,usp000jnrw,2014-11-07T01:48:17.270Z,"Kuril Islands",earthquake
2012-07-06T02:28:22.190Z,-14.657,167.34,160.1,6.3,mww,521,19.6,,0.92,us,usp000jnnv,2014-11-07T01:48:16.579Z,"Vanuatu",earthquake
2012-07-03T10:36:15.520Z,-40.023,173.756,229.8,6.3,mww,462,27.6,,,us,usp000jnj4,2014-11-07T01:48:15.433Z,"Cook Strait, New Zealand",earthquake
2012-06-29T21:07:33.860Z,43.433,84.7,18,6.3,mww,526,21.5,,0.94,us,usp000jncx,2014-11-07T01:48:10.356Z,"northern Xinjiang, China",earthquake
2012-06-24T03:15:01.280Z,57.601,163.195,10,6,mww,701,51.3,,0.98,us,usp000jn5s,2014-11-07T01:48:08.400Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake
2012-06-23T04:34:53.180Z,3.009,97.896,95,6.1,mww,601,14.2,,0.93,us,usp000jn41,2014-11-07T01:48:08.055Z,"northern Sumatra, Indonesia",earthquake
2012-06-19T15:56:32.530Z,53.351,171.619,14,6,mww,760,21.2,,0.75,us,usp000jmz8,2014-11-07T01:48:06.956Z,"Near Islands, Aleutian Islands, Alaska",earthquake
2012-06-17T20:32:20.590Z,38.919,141.831,36,6.3,mww,627,22.9,,0.94,us,usp000jmwc,2014-11-07T01:48:06.319Z,"near the east coast of Honshu, Japan",earthquake
2012-06-10T12:44:16.590Z,36.42,28.88,35,6,mww,529,40.6,,,us,usp000jmkj,2014-11-07T01:48:02.931Z,"Dodecanese Islands, Greece",earthquake
2012-06-07T16:03:18.900Z,-15.877,-72.413,110,6.1,mww,579,34.4,,0.88,us,usp000jmfp,2014-11-07T01:48:01.732Z,"southern Peru",earthquake
2012-06-07T04:05:04.520Z,-36.074,-70.57,8,6,mww,461,29,,0.98,us,usp000jmf2,2014-11-07T01:48:01.557Z,"Maule, Chile",earthquake
2012-06-05T19:31:33.750Z,34.943,141.132,15,6.1,mww,687,10.8,,0.68,us,usp000jmcv,2014-11-07T01:48:00.987Z,"off the east coast of Honshu, Japan",earthquake
2012-06-04T03:15:24.750Z,5.508,-82.563,7,6.3,mww,580,31.5,,1.2,us,usp000jma5,2014-11-07T01:48:00.346Z,"south of Panama",earthquake
2012-06-04T00:45:15.290Z,5.305,-82.629,7,6.3,mww,587,37,,1.07,us,usp000jma4,2014-11-07T01:48:00.237Z,"south of Panama",earthquake
2012-05-28T05:07:23.450Z,-28.043,-63.094,586.9,6.7,mww,548,21.3,,0.82,us,usp000jm15,2015-02-12T16:21:23.000Z,"Santiago Del Estero, Argentina",earthquake
2012-05-26T21:48:10.120Z,26.91,140.055,487.4,6,mwc,513,12.9,,0.95,us,usp000jkyu,2014-11-07T01:47:53.711Z,"Bonin Islands, Japan region",earthquake
2012-05-24T22:47:46.800Z,72.96,5.683,10,6.1,mww,579,20.6,,1.18,us,usp000jkw6,2014-11-07T01:47:52.522Z,"Norwegian Sea",earthquake
2012-05-23T22:59:52.700Z,-50.42,139.516,10,6,mww,149,24.1,,1.22,us,usp000jkuj,2014-11-07T01:47:51.827Z,"western Indian-Antarctic Ridge",earthquake
2012-05-20T07:20:36.870Z,39.646,143.164,11,6.3,mww,166,75,,1.14,us,usp000jknx,2014-11-07T01:47:49.810Z,"off the east coast of Honshu, Japan",earthquake
2012-05-20T02:03:52.000Z,44.89,11.23,6.3,6,mww,729,11.5,,,us,usp000jkn8,2014-11-07T01:47:49.539Z,"northern Italy",earthquake
2012-05-18T02:00:39.490Z,-44.806,-80.159,10,6.3,mww,225,73.1,,1.44,us,usp000jkj5,2014-11-07T01:47:48.382Z,"off the coast of Aisen, Chile",earthquake
2012-05-14T10:00:40.230Z,-17.678,-69.591,105.9,6.2,mww,681,17.1,,0.88,us,usp000jkdy,2014-11-07T01:47:47.481Z,"Tarapaca, Chile",earthquake
2012-05-01T22:43:33.340Z,14.376,-92.897,14,6,mww,558,32.2,,1.09,us,usp000jjvz,2014-11-07T01:47:42.659Z,"offshore Chiapas, Mexico",earthquake
2012-04-28T10:08:08.090Z,-18.685,-174.705,134.7,6.6,mww,529,15.7,,1,us,usp000jjqf,2015-02-12T16:21:23.000Z,"Tonga",earthquake
2012-04-23T17:36:21.170Z,-28.556,-177.412,114,6,mww,397,20,,0.82,us,usp000jjfr,2014-11-07T01:47:36.362Z,"Kermadec Islands region",earthquake
2012-04-21T01:25:13.200Z,-1.635,134.197,17.4,6,mwc,178,15.5,,1.25,us,usp000jjat,2014-11-07T01:47:35.243Z,"near the north coast of Papua, Indonesia",earthquake
2012-04-21T01:16:52.740Z,-1.617,134.276,16,6.7,mww,370,15.4,,1.12,us,usp000jjaq,2015-02-12T16:21:23.000Z,"near the north coast of Papua, Indonesia",earthquake
2012-04-17T19:03:56.370Z,-59.016,-16.612,12,6.2,mww,355,61.2,,1.27,us,usp000jj50,2014-11-07T01:47:33.573Z,"east of the South Sandwich Islands",earthquake
2012-04-17T07:13:49.000Z,-5.462,147.117,198,6.8,mww,597,12.6,,0.95,us,usp000jj41,2015-02-12T16:21:23.000Z,"eastern New Guinea region, Papua New Guinea",earthquake
2012-04-17T03:50:15.610Z,-32.625,-71.365,29,6.7,mww,518,26.9,,0.96,us,usp000jj3u,2015-02-12T16:21:23.000Z,"Valparaiso, Chile",earthquake
2012-04-15T05:57:40.060Z,2.581,90.269,25,6.2,mww,322,21.7,,0.91,us,usp000jj0a,2014-11-07T01:47:32.223Z,"off the west coast of northern Sumatra",earthquake
2012-04-14T22:05:26.430Z,-18.972,168.741,11,6.2,mww,471,19,,1.19,us,usp000jhzj,2014-11-07T01:47:32.080Z,"Vanuatu",earthquake
2012-04-14T10:56:19.380Z,-57.679,-65.308,15,6.2,mww,288,16,,1.32,us,usp000jhy7,2014-11-07T01:47:31.272Z,"Drake Passage",earthquake
2012-04-12T07:15:48.500Z,28.696,-113.104,13,7,mww,474,95.9,,1.18,us,usp000jhr6,2014-11-07T01:47:29.964Z,"Baja California, Mexico",earthquake
2012-04-12T07:06:00.570Z,28.837,-113.027,9,6,mwb,397,102.9,,1.15,us,usp000jhr3,2014-11-07T01:47:29.882Z,"Baja California, Mexico",earthquake
2012-04-11T22:55:10.250Z,18.229,-102.689,20,6.5,mwb,599,54.1,,0.98,us,usp000jhpj,2014-11-07T01:47:29.560Z,"Michoacan, Mexico",earthquake
2012-04-11T22:41:46.040Z,43.584,-127.638,8,6,mwc,656,43.9,,1.1,us,usp000jhpg,2014-11-07T01:47:29.489Z,"off the coast of Oregon",earthquake
2012-04-11T10:43:10.850Z,0.802,92.463,25.1,8.2,mwc,341,14.9,,0.9,us,usp000jhjb,2014-11-07T01:47:28.136Z,"off the west coast of northern Sumatra",earthquake
2012-04-11T09:27:56.760Z,1.254,91.735,10,6,mb,205,60.8,,1.05,us,usp000jhhg,2014-11-07T01:47:28.000Z,"North Indian Ocean",earthquake
2012-04-11T08:38:36.720Z,2.327,93.063,20,8.6,mww,499,16.6,,1.33,us,usp000jhh2,2015-02-12T16:21:23.000Z,"off the west coast of northern Sumatra",earthquake
2012-04-06T16:15:58.010Z,-4.551,153.457,108.5,6.1,mww,312,11.6,,0.98,us,usp000jhb2,2014-11-07T01:47:26.622Z,"New Ireland region, Papua New Guinea",earthquake
2012-04-02T17:36:42.060Z,16.395,-98.316,9,6,mww,557,46.9,,0.89,us,usp000jh52,2014-11-07T01:47:24.819Z,"Oaxaca, Mexico",earthquake
2012-03-27T11:00:44.500Z,39.859,142.017,15,6.1,mwc,625,19.8,,0.89,us,usp000jgv9,2014-11-07T01:47:19.735Z,"near the east coast of Honshu, Japan",earthquake
2012-03-26T18:12:52.850Z,10.071,-104.16,10,6,mwb,342,97.6,,0.97,us,usp000jguf,2014-11-07T01:47:19.577Z,"northern East Pacific Rise",earthquake
2012-03-25T22:37:06.000Z,-35.2,-72.217,40.7,7.1,mww,553,15.2,,,us,usp000jgsw,2014-11-07T01:47:19.166Z,"Maule, Chile",earthquake
2012-03-25T22:37:06.000Z,-35.3,-71.8529,40.5,7.1,mww,,,,,duputel,duputel201203252237a,2015-02-12T16:21:23.000Z,"Maule, Chile",earthquake
2012-03-21T22:15:06.130Z,-6.242,145.955,118,6.6,mww,640,10.1,,0.97,us,usp000jgm3,2015-02-12T16:21:23.000Z,"New Guinea, Papua New Guinea",earthquake
2012-03-20T18:02:47.440Z,16.493,-98.231,20,7.4,mww,672,37.9,,0.98,us,usp000jghj,2015-02-12T16:21:23.000Z,"Oaxaca, Mexico",earthquake
2012-03-20T17:56:18.800Z,-3.812,140.266,66,6.1,mww,327,14.2,,0.92,us,usp000jghh,2014-11-07T01:47:17.026Z,"Papua, Indonesia",earthquake
2012-03-14T21:13:08.040Z,-5.595,151.042,28,6.2,mww,456,15.4,,1.2,us,usp000jg91,2014-11-07T01:47:14.935Z,"New Britain region, Papua New Guinea",earthquake
2012-03-14T12:05:04.520Z,35.687,140.695,10,6,mwc,476,20.2,,0.74,us,usp000jg80,2014-11-07T01:47:14.760Z,"near the east coast of Honshu, Japan",earthquake
2012-03-14T10:49:24.580Z,40.781,144.761,10,6.1,mwc,532,24.8,,0.87,us,usp000jg7p,2014-11-07T01:47:14.624Z,"off the east coast of Honshu, Japan",earthquake
2012-03-14T09:08:35.140Z,40.887,144.944,12,6.9,mww,552,18.8,,0.88,us,usp000jg7e,2015-02-12T16:21:23.000Z,"off the east coast of Honshu, Japan",earthquake
2012-03-09T07:09:50.950Z,-19.125,169.613,16,6.7,mww,488,14.2,,0.86,us,usp000jfzj,2015-02-12T16:21:23.000Z,"Vanuatu",earthquake
2012-03-05T07:46:10.040Z,-28.246,-63.294,553.9,6.1,mww,702,22.1,,0.71,us,usp000jftj,2014-11-07T01:47:11.458Z,"Santiago Del Estero, Argentina",earthquake
2012-03-03T12:19:55.090Z,-22.141,170.34,14,6.6,mww,418,13.1,,1,us,usp000jfqx,2015-02-12T16:21:23.000Z,"southeast of the Loyalty Islands",earthquake
2012-02-26T06:17:19.760Z,51.708,95.991,12,6.7,mww,596,13.4,,0.92,us,usp000jfdj,2014-11-07T01:47:04.567Z,"southwestern Siberia, Russia",earthquake
2012-02-26T06:17:19.000Z,52.01,95.99,11.5,6.5,mww,,,,,duputel,duputel201202260617a,2015-02-12T16:21:23.000Z,"southwestern Siberia, Russia",earthquake
2012-02-26T05:21:24.630Z,-24.495,-177.238,10,6,mww,271,23.7,,1.22,us,usp000jfdd,2014-11-07T01:47:04.479Z,"south of the Fiji Islands",earthquake
2012-02-14T08:19:55.470Z,-10.39,161.102,51,6.4,mww,605,10.3,,0.97,us,usp000jexf,2014-11-07T01:47:01.167Z,"Solomon Islands",earthquake
2012-02-06T10:10:19.850Z,9.885,123.095,9,6,mww,335,24.9,,0.99,us,usp000jek9,2014-11-07T01:46:58.635Z,"Negros - Cebu region, Philippines",earthquake
2012-02-06T03:49:16.000Z,9.964,123.246,11,6.7,,,,,,atlas,atlas20120206034916,2015-02-04T11:42:32.150Z,"Negros - Cebu region, Philippines",earthquake
2012-02-06T03:49:12.520Z,9.999,123.206,11,6.7,mww,572,11.1,,1.07,us,usp000jejw,2015-02-12T16:21:23.000Z,"Negros - Cebu region, Philippines",earthquake
2012-02-05T16:40:39.160Z,-17.948,167.226,8,6.1,mww,484,19.4,,0.84,us,usp000jehw,2014-11-07T01:46:58.288Z,"Vanuatu",earthquake
2012-02-05T00:15:38.900Z,-18.894,168.917,145,6.1,mww,311,19.6,,1.23,us,usp000jegv,2014-11-07T01:46:58.001Z,"Vanuatu",earthquake
2012-02-03T03:46:21.150Z,-17.378,167.277,8,6.1,mww,352,27.8,,0.89,us,usp000jed1,2014-11-07T01:46:56.947Z,"Vanuatu",earthquake
2012-02-02T13:34:40.650Z,-17.827,167.133,23,7.1,mww,573,12,,1.07,us,usp000jeag,2015-02-12T16:21:23.000Z,"Vanuatu",earthquake
2012-01-30T05:11:00.950Z,-14.168,-75.635,43,6.4,mww,589,35.3,,0.78,us,usp000je5n,2014-11-07T01:46:51.823Z,"near the coast of central Peru",earthquake
2012-01-24T00:52:05.230Z,-24.977,178.52,580.3,6.3,mww,499,10.4,,0.91,us,usp000jdwh,2014-11-07T01:46:49.849Z,"south of the Fiji Islands",earthquake
